log_id,node_id,json_status,http_response_code,response_time_ms,load_val,L_V1
1299,158,OPERATIONAL,200,118,0.6342246817539043,
1300,469,OPERATIONAL,200,107,0.13255383938319235,
1301,151,OPERATIONAL,429,225,0.5734663088704417,
1302,480,OPERATIONAL,429,244,0.5351703558535451,
1303,207,OPERATIONAL,200,132,0.7228395130395767,
1304,290,OPERATIONAL,200,140,0.5528834012999603,
1305,209,OPERATIONAL,200,129,0.7749113631118564,
1306,235,OPERATIONAL,200,121,0.6411810086526837,
1307,203,OPERATIONAL,200,125,0.7751534659507003,
1308,37,OPERATIONAL,200,131,0.7117421930150177,
1309,99,OPERATIONAL,200,124,0.8238872167048242,
1310,149,OPERATIONAL,200,140,0.11264506495350801,
1311,418,OPERATIONAL,200,120,0.8465799635839008,
1312,480,OPERATIONAL,429,250,0.7544928524660697,
1313,298,OPERATIONAL,200,116,0.18021358958138728,
1314,464,OPERATIONAL,200,140,0.27411844796910434,
1315,106,OPERATIONAL,206,236,0.6295370262835684,
1316,115,OPERATIONAL,206,241,0.39362234190708933,
1317,56,OPERATIONAL,200,114,0.22659897337589616,
1318,66,OPERATIONAL,429,214,0.42334956051065775,
1319,144,OPERATIONAL,200,127,0.5180956095464132,
1320,401,OPERATIONAL,200,124,0.8940166553999651,
1321,415,OPERATIONAL,200,126,0.7217138661540724,
1322,252,OPERATIONAL,200,140,0.11427185002636042,
1323,499,OPERATIONAL,429,236,0.6586243884937664,
1324,474,OPERATIONAL,200,110,0.5341623802460519,
1325,104,OPERATIONAL,200,131,0.6801079198398885,
1326,17,OPERATIONAL,200,125,0.15980938590672145,
1327,158,OPERATIONAL,200,129,0.6196920392491636,
1328,180,OPERATIONAL,206,249,0.5084616789414913,
1329,54,OPERATIONAL,200,118,0.8663891913932458,
1330,165,OPERATIONAL,200,129,0.21177607752536193,
1331,25,OPERATIONAL,206,250,0.48943834018278254,
1332,440,OPERATIONAL,200,125,0.6122130558501937,
1333,214,OPERATIONAL,200,106,0.35368033310032587,
1334,177,OPERATIONAL,200,117,0.3007824844396476,
1335,346,OPERATIONAL,200,138,0.1363312087201911,
1336,276,OPERATIONAL,200,139,0.8934565606788222,
1337,160,OPERATIONAL,200,125,0.8415330016558478,
1338,53,OPERATIONAL,429,232,0.7321178093880778,
1339,250,OPERATIONAL,200,109,0.8765908861730111,
1340,231,OPERATIONAL,200,108,0.2630470262970741,
1341,106,OPERATIONAL,429,213,0.12687300353515296,
1342,450,OPERATIONAL,200,133,0.6260961378389681,
1343,424,OPERATIONAL,200,123,0.6698598457654557,
1344,376,OPERATIONAL,200,128,0.7461499170598701,
1345,128,OPERATIONAL,200,136,0.2611519375791248,
1346,469,OPERATIONAL,200,118,0.1594997238736327,
1347,216,OPERATIONAL,200,114,0.8402490841852477,
1348,109,OPERATIONAL,200,123,0.7743592589125885,
1349,235,OPERATIONAL,200,107,0.5407919442793085,
1350,309,OPERATIONAL,200,135,0.7989829708525714,
1351,450,OPERATIONAL,200,108,0.1491078918528782,
1352,433,OPERATIONAL,200,136,0.8122195247108042,
1353,323,OPERATIONAL,200,108,0.8745023128573687,
1354,216,OPERATIONAL,200,109,0.21190279825365765,
1355,177,OPERATIONAL,200,108,0.5158331493772033,
1356,8,OPERATIONAL,200,136,0.4305850910843162,
1357,218,OPERATIONAL,200,115,0.11884232453926301,
1358,19,OPERATIONAL,200,125,0.8421428265795599,
1359,76,OPERATIONAL,200,129,0.1620871765613437,
1360,219,OPERATIONAL,200,131,0.23207108421837025,
1361,133,OPERATIONAL,200,106,0.10523358731329058,
1362,120,OPERATIONAL,200,135,0.31743238668608764,
1363,250,OPERATIONAL,200,140,0.23535237203517578,
1364,150,OPERATIONAL,200,125,0.22528619686766804,
1365,435,OPERATIONAL,200,101,0.28940485101132996,
1366,461,OPERATIONAL,200,116,0.34489217013389606,
1367,269,OPERATIONAL,200,115,0.5186558578838083,
1368,331,OPERATIONAL,200,117,0.3395399237397031,
1369,10,OPERATIONAL,200,129,0.5656455418696363,
1370,276,OPERATIONAL,200,103,0.6040033992831952,
1371,68,OPERATIONAL,200,135,0.36147493806827424,
1372,289,OPERATIONAL,200,101,0.698440556191751,
1373,407,OPERATIONAL,200,111,0.6986729168468544,
1374,229,OPERATIONAL,206,222,0.19874267295128023,
1375,49,OPERATIONAL,200,107,0.6328351956746352,
1376,201,OPERATIONAL,206,238,0.7834022492513838,
1377,325,OPERATIONAL,200,121,0.5519372909457146,
1378,125,OPERATIONAL,429,222,0.6401160240938835,
1379,71,OPERATIONAL,200,128,0.46446053644863605,
1380,414,OPERATIONAL,200,139,0.5337649968668641,
1381,121,OPERATIONAL,200,121,0.4904636682609619,
1382,162,OPERATIONAL,200,133,0.7527460291207914,
1383,415,OPERATIONAL,200,133,0.898145418396166,
1384,350,OPERATIONAL,200,139,0.49746865049366196,
1385,223,OPERATIONAL,200,136,0.19764912451921068,
1386,454,OPERATIONAL,200,132,0.1401886853178499,
1387,344,OPERATIONAL,200,103,0.7763430129892761,
1388,195,OPERATIONAL,429,211,0.3725616886030769,
1389,457,OPERATIONAL,200,140,0.27841580440299685,
1390,397,OPERATIONAL,429,238,0.34288671549803873,
1391,476,OPERATIONAL,200,132,0.7748675125721366,
1392,65,OPERATIONAL,200,118,0.2932189527389973,
1393,366,OPERATIONAL,200,128,0.8720257205330392,
1394,352,OPERATIONAL,200,139,0.6002694213251635,
1395,209,OPERATIONAL,200,132,0.3204757859351777,
1396,242,OPERATIONAL,200,132,0.5287464539625649,
1397,434,OPERATIONAL,200,107,0.7140774714667781,
1398,353,OPERATIONAL,429,211,0.4770307321396773,
1399,429,OPERATIONAL,200,135,0.21893547248973821,
1400,400,OPERATIONAL,200,109,0.3180291456636722,
1401,39,OPERATIONAL,200,117,0.7073177414642586,
1402,372,OPERATIONAL,200,110,0.21134787080925338,
1403,131,OPERATIONAL,200,127,0.20833901219043202,
1404,83,OPERATIONAL,200,118,0.8026689158910808,
1405,442,OPERATIONAL,200,101,0.29878019198495176,
1406,226,OPERATIONAL,200,117,0.22111860484297807,
1407,72,OPERATIONAL,200,121,0.5464101274599661,
1408,343,OPERATIONAL,200,115,0.3627964761671558,
1409,487,OPERATIONAL,429,248,0.16430386355936932,
1410,30,OPERATIONAL,200,104,0.891264866110005,
1411,310,OPERATIONAL,200,134,0.4046283579032094,
1412,270,OPERATIONAL,200,108,0.135069307949801,
1413,447,OPERATIONAL,429,236,0.8732147842672598,
1414,187,OPERATIONAL,200,114,0.7729349551950703,
1415,188,OPERATIONAL,429,244,0.10935639325307217,
1416,288,OPERATIONAL,206,241,0.1431108873009789,
1417,439,OPERATIONAL,200,117,0.26415278184852764,
1418,425,OPERATIONAL,200,112,0.6599689310939364,
1419,230,OPERATIONAL,200,128,0.8858036429868116,
1420,372,OPERATIONAL,200,112,0.2709962517522754,
1421,148,OPERATIONAL,200,117,0.20745743609479972,
1422,467,OPERATIONAL,200,133,0.34872235804459206,
1423,58,OPERATIONAL,200,139,0.4767966926043089,
1424,225,OPERATIONAL,429,233,0.542836879107602,
1425,64,OPERATIONAL,200,125,0.5468628996011143,
1426,164,OPERATIONAL,200,113,0.5162845625951923,
1427,474,OPERATIONAL,200,118,0.34950601398927117,
1428,10,OPERATIONAL,200,102,0.49202153934438064,
1429,163,OPERATIONAL,429,238,0.13686854610838406,
1430,304,OPERATIONAL,200,122,0.4862366267138464,
1431,390,OPERATIONAL,200,109,0.6657167695075706,
1432,74,OPERATIONAL,200,140,0.18753303877811334,
1433,165,OPERATIONAL,200,133,0.6825499861461585,
1434,158,OPERATIONAL,200,140,0.8196664178100589,
1435,263,OPERATIONAL,429,239,0.323327187589562,
1436,189,OPERATIONAL,200,119,0.6375938172499117,
1437,36,OPERATIONAL,200,133,0.39572180306913596,
1438,81,OPERATIONAL,429,222,0.3631535777642998,
1439,19,OPERATIONAL,200,123,0.7784153849731669,
1440,250,OPERATIONAL,200,123,0.31998875698642626,
1441,386,OPERATIONAL,200,120,0.15686032129048436,
1442,179,OPERATIONAL,200,101,0.7690101788698082,
1443,358,OPERATIONAL,200,138,0.7882261077113406,
1444,188,OPERATIONAL,429,245,0.7594257824393729,
1445,180,OPERATIONAL,429,240,0.5947929658360238,
1446,143,OPERATIONAL,200,114,0.6426018031919459,
1447,392,OPERATIONAL,200,124,0.4649780513891434,
1448,496,OPERATIONAL,200,109,0.7912841033210698,
1449,439,OPERATIONAL,200,113,0.36342059982702224,
1450,30,OPERATIONAL,200,103,0.3201456961551674,
1451,102,OPERATIONAL,200,113,0.5213966083228607,
1452,32,OPERATIONAL,200,140,0.5333737059976659,
1453,74,OPERATIONAL,200,110,0.41377695222500177,
1454,404,OPERATIONAL,200,110,0.6881721163908533,
1455,8,OPERATIONAL,200,131,0.3446731661888125,
1456,69,OPERATIONAL,200,140,0.717416561242798,
1457,484,OPERATIONAL,429,235,0.2637724402706614,
1458,371,OPERATIONAL,200,138,0.22094850947946015,
1459,134,OPERATIONAL,200,126,0.3854766059607462,
1460,66,OPERATIONAL,429,224,0.5268611086950156,
1461,201,OPERATIONAL,206,245,0.39659145604443635,
1462,175,OPERATIONAL,200,113,0.8058228117305645,
1463,448,OPERATIONAL,200,109,0.5775952331846614,
1464,122,OPERATIONAL,206,232,0.32075471874321315,
1465,369,OPERATIONAL,200,103,0.12369581361908528,
1466,400,OPERATIONAL,200,130,0.7186418843079687,
1467,392,OPERATIONAL,200,120,0.8296918750061385,
1468,21,OPERATIONAL,200,111,0.21662047586627145,
1469,251,OPERATIONAL,200,124,0.36373599428383074,
1470,318,OPERATIONAL,200,106,0.6475048903353329,
1471,147,OPERATIONAL,200,114,0.1571598071179814,
1472,384,OPERATIONAL,200,106,0.7279633931003756,
1473,288,OPERATIONAL,206,221,0.64182891358802,
1474,92,OPERATIONAL,200,124,0.5468864941987875,
1475,22,OPERATIONAL,200,123,0.8671696198981976,
1476,484,OPERATIONAL,429,218,0.8211098847064741,
1477,310,OPERATIONAL,200,117,0.42965488576032995,
1478,97,OPERATIONAL,200,114,0.8469797300607182,
1479,20,OPERATIONAL,200,124,0.1142144823885265,
1480,496,OPERATIONAL,200,119,0.5901346965798685,
1481,380,OPERATIONAL,200,104,0.645283471084223,
1482,418,OPERATIONAL,200,103,0.6870045206246349,
1483,274,OPERATIONAL,206,250,0.844778240569769,
1484,415,OPERATIONAL,200,108,0.5646930303235513,
1485,157,OPERATIONAL,200,124,0.32732726754900654,
1486,85,OPERATIONAL,200,124,0.8529874437291012,
1487,350,OPERATIONAL,200,120,0.14207579328155148,
1488,30,OPERATIONAL,200,103,0.1758522800564178,
1489,159,OPERATIONAL,429,241,0.7507915066866537,
1490,34,OPERATIONAL,200,126,0.7576951055020281,
1491,258,OPERATIONAL,200,132,0.6457704468639757,
1492,185,OPERATIONAL,200,109,0.12851293690703952,
1493,78,OPERATIONAL,200,132,0.8470427310255169,
1494,298,OPERATIONAL,200,106,0.3352408476414209,
1495,289,OPERATIONAL,200,108,0.536987154755295,
1496,372,OPERATIONAL,200,118,0.13689886415425878,
1497,287,OPERATIONAL,200,101,0.1362025738478317,
1498,419,OPERATIONAL,200,107,0.1732157411619383,
1499,357,OPERATIONAL,200,135,0.6388989817999724,
1500,142,OPERATIONAL,200,135,0.7164269649478635,
1501,219,OPERATIONAL,200,105,0.5876643193137294,
1502,101,OPERATIONAL,200,110,0.28901117069279386,
1503,438,OPERATIONAL,200,101,0.6079855756111422,
1504,491,OPERATIONAL,200,131,0.39027474952587626,
1505,432,OPERATIONAL,429,235,0.8904981206329088,
1506,111,OPERATIONAL,200,134,0.3459823653326448,
1507,392,OPERATIONAL,200,114,0.6157042460035311,
1508,49,OPERATIONAL,200,117,0.8570195554365871,
1509,372,OPERATIONAL,200,126,0.18377493224140462,
1510,316,OPERATIONAL,200,136,0.2640930703354486,
1511,75,OPERATIONAL,200,121,0.7027963482159282,
1512,418,OPERATIONAL,200,121,0.2918874466031208,
1513,228,OPERATIONAL,200,139,0.561406086424269,
1514,434,OPERATIONAL,200,113,0.6301223290368937,
1515,74,OPERATIONAL,200,118,0.661224178698947,
1516,373,OPERATIONAL,200,112,0.28956785050615397,
1517,55,OPERATIONAL,200,133,0.4286661881484528,
1518,444,OPERATIONAL,206,213,0.8270747601728828,
1519,479,OPERATIONAL,200,137,0.6434986033956139,
1520,432,OPERATIONAL,206,218,0.3213972176382221,
1521,353,OPERATIONAL,429,238,0.2255733282222149,
1522,97,OPERATIONAL,200,124,0.6682473705346277,
1523,350,OPERATIONAL,200,118,0.49280875105326005,
1524,180,OPERATIONAL,429,234,0.11363742618655062,
1525,325,OPERATIONAL,200,122,0.6115123002544491,
1526,140,OPERATIONAL,200,106,0.24539280610788802,
1527,422,OPERATIONAL,200,119,0.2210112532758923,
1528,220,OPERATIONAL,200,126,0.690721258202373,
1529,241,OPERATIONAL,200,126,0.3768891530914551,
1530,451,OPERATIONAL,200,119,0.7153993905938265,
1531,202,OPERATIONAL,200,104,0.6777289256340988,
1532,24,OPERATIONAL,200,135,0.5895364766229053,
1533,166,OPERATIONAL,200,137,0.4074837804089755,
1534,401,OPERATIONAL,200,103,0.6607603808830921,
1535,285,OPERATIONAL,200,115,0.3145512074573342,
1536,347,OPERATIONAL,200,125,0.20966120931811175,
1537,301,OPERATIONAL,200,131,0.6083009136042534,
1538,412,OPERATIONAL,206,235,0.6422342337673289,
1539,220,OPERATIONAL,200,116,0.2917806277111096,
1540,459,OPERATIONAL,206,229,0.12958718303607483,
1541,458,OPERATIONAL,200,106,0.43619386478367295,
1542,251,OPERATIONAL,200,137,0.48938494798295573,
1543,22,OPERATIONAL,200,112,0.7776492522602235,
1544,445,OPERATIONAL,200,112,0.5322729076235455,
1545,104,OPERATIONAL,200,138,0.4837169250589062,
1546,190,OPERATIONAL,200,128,0.5733518899432225,
1547,118,OPERATIONAL,200,128,0.7188674801979923,
1548,366,OPERATIONAL,200,127,0.14328703758615574,
1549,459,OPERATIONAL,429,223,0.8548865937291432,
1550,12,OPERATIONAL,206,247,0.6142420287971027,
1551,192,OPERATIONAL,200,112,0.35246002604444315,
1552,486,OPERATIONAL,429,227,0.4529214425766308,
1553,294,OPERATIONAL,200,124,0.15452912726574236,
1554,375,OPERATIONAL,200,130,0.6805202135998558,
1555,480,OPERATIONAL,206,227,0.47151272377828735,
1556,349,OPERATIONAL,200,129,0.5536697935244561,
1557,52,OPERATIONAL,200,138,0.697026394626337,
1558,108,OPERATIONAL,200,109,0.2982545307442684,
1559,43,OPERATIONAL,200,101,0.8484325385642072,
1560,465,OPERATIONAL,200,135,0.6000538274505429,
1561,268,OPERATIONAL,200,113,0.7099671367254983,
1562,194,OPERATIONAL,200,138,0.2341813911822147,
1563,19,OPERATIONAL,200,110,0.7013743183369158,
1564,496,OPERATIONAL,200,111,0.116505445477834,
1565,80,OPERATIONAL,429,231,0.4725228798142197,
1566,359,OPERATIONAL,200,116,0.5667231195444504,
1567,74,OPERATIONAL,200,137,0.526882268304878,
1568,154,OPERATIONAL,429,239,0.6598213029768158,
1569,353,OPERATIONAL,429,235,0.4638259505057437,
1570,213,OPERATIONAL,200,121,0.40657428398778295,
1571,33,OPERATIONAL,200,137,0.5765138955700846,
1572,253,OPERATIONAL,200,135,0.3109453645610458,
1573,67,OPERATIONAL,200,103,0.6621271804572457,
1574,445,OPERATIONAL,200,108,0.8550504894078172,
1575,220,OPERATIONAL,200,136,0.7617347121041379,
1576,429,OPERATIONAL,200,139,0.11166916423189895,
1577,248,OPERATIONAL,200,102,0.8596540710669794,
1578,23,OPERATIONAL,200,129,0.6303684540642324,
1579,54,OPERATIONAL,200,110,0.16051258862722317,
1580,174,OPERATIONAL,206,244,0.510118293658229,
1581,379,OPERATIONAL,429,219,0.6538509055605097,
1582,205,OPERATIONAL,200,129,0.15425533833854496,
1583,209,OPERATIONAL,200,128,0.6889693495622268,
1584,351,OPERATIONAL,200,111,0.12770563911380572,
1585,212,OPERATIONAL,200,124,0.34252862646142734,
1586,11,OPERATIONAL,200,126,0.49703289909811577,
1587,462,OPERATIONAL,200,128,0.719873215973403,
1588,91,OPERATIONAL,200,114,0.6544962256513578,
1589,300,OPERATIONAL,200,130,0.6278842760320169,
1590,197,OPERATIONAL,200,129,0.6487833014027639,
1591,125,OPERATIONAL,206,230,0.729517798596855,
1592,42,OPERATIONAL,200,126,0.8491911669999659,
1593,492,OPERATIONAL,200,116,0.8147516829960256,
1594,200,OPERATIONAL,200,139,0.24335934651071245,
1595,157,OPERATIONAL,200,126,0.7523180251332292,
1596,267,OPERATIONAL,200,136,0.6219984950914018,
1597,20,OPERATIONAL,200,104,0.287021616657144,
1598,245,OPERATIONAL,200,125,0.4205105638995804,
1599,30,OPERATIONAL,200,140,0.23262708965878406,
1600,492,OPERATIONAL,200,115,0.29966772438326794,
1601,333,OPERATIONAL,200,104,0.6316429053680516,
1602,419,OPERATIONAL,200,130,0.529263157037613,
1603,130,OPERATIONAL,200,111,0.6833278793626038,
1604,220,OPERATIONAL,200,124,0.5132738586234847,
1605,354,OPERATIONAL,200,115,0.3682374278324534,
1606,155,OPERATIONAL,200,128,0.5077387550196526,
1607,51,OPERATIONAL,200,103,0.49479962196247074,
1608,0,OPERATIONAL,200,140,0.1383487831733551,
1609,321,OPERATIONAL,200,126,0.83016163735198,
1610,379,OPERATIONAL,206,216,0.24431526026367445,
1611,57,OPERATIONAL,200,104,0.21909162934918192,
1612,387,OPERATIONAL,206,226,0.2832884618704189,
1613,478,OPERATIONAL,200,131,0.6926421236671825,
1614,375,OPERATIONAL,200,122,0.7888071654409953,
1615,86,OPERATIONAL,429,223,0.5665670014497046,
1616,299,OPERATIONAL,200,132,0.11564154759045159,
1617,197,OPERATIONAL,200,120,0.5948658222592726,
1618,354,OPERATIONAL,200,139,0.15549193054853597,
1619,231,OPERATIONAL,200,127,0.4803773067104309,
1620,499,OPERATIONAL,429,231,0.6440067761522268,
1621,241,OPERATIONAL,200,118,0.8716498749559641,
1622,132,OPERATIONAL,200,101,0.25174629673553844,
1623,352,OPERATIONAL,200,111,0.1335700539203277,
1624,181,OPERATIONAL,200,137,0.22199303199819306,
1625,60,OPERATIONAL,200,114,0.18220596929861382,
1626,322,OPERATIONAL,200,117,0.1802262820175553,
1627,267,OPERATIONAL,200,101,0.21370119040248287,
1628,432,OPERATIONAL,206,214,0.29851559152860646,
1629,440,OPERATIONAL,200,138,0.4744428904230533,
1630,207,OPERATIONAL,200,118,0.6486259350465037,
1631,283,OPERATIONAL,200,118,0.4484134330144155,
1632,44,OPERATIONAL,200,128,0.32415376540056773,
1633,479,OPERATIONAL,200,122,0.19919548063250314,
1634,447,OPERATIONAL,206,227,0.15921374522905074,
1635,400,OPERATIONAL,200,121,0.7745188869204468,
1636,451,OPERATIONAL,200,116,0.41535514862350165,
1637,157,OPERATIONAL,200,132,0.23535324491509774,
1638,115,OPERATIONAL,206,224,0.7453446956588975,
1639,354,OPERATIONAL,200,137,0.22173464964291575,
1640,19,OPERATIONAL,200,110,0.16661914536550287,
1641,424,OPERATIONAL,200,120,0.34544206284855206,
1642,378,OPERATIONAL,200,127,0.7221234105105293,
1643,275,OPERATIONAL,200,132,0.8966110081394486,
1644,256,OPERATIONAL,200,127,0.7521340505715217,
1645,4,OPERATIONAL,200,130,0.7825591827057069,
1646,370,OPERATIONAL,200,136,0.1584093060493947,
1647,474,OPERATIONAL,200,140,0.8507986697959756,
1648,158,OPERATIONAL,200,129,0.26634585347557393,
1649,329,OPERATIONAL,200,108,0.32732156773196686,
1650,204,OPERATIONAL,200,107,0.16261887828946503,
1651,78,OPERATIONAL,200,103,0.19336127748133222,
1652,161,OPERATIONAL,200,106,0.1073308136540912,
1653,240,OPERATIONAL,200,104,0.8708384194623175,
1654,20,OPERATIONAL,200,130,0.6076593866803723,
1655,93,OPERATIONAL,200,134,0.7133018324190745,
1656,138,OPERATIONAL,200,137,0.2988832739217765,
1657,165,OPERATIONAL,200,119,0.35782903659445775,
1658,486,OPERATIONAL,206,242,0.6801571035454527,
1659,305,OPERATIONAL,200,121,0.2630792292936498,
1660,494,OPERATIONAL,200,121,0.5791101851131623,
1661,40,OPERATIONAL,200,111,0.4025794679274899,
1662,217,OPERATIONAL,200,109,0.5088750541927476,
1663,312,OPERATIONAL,200,129,0.8732255033287433,
1664,287,OPERATIONAL,200,119,0.7200505502655984,
1665,281,OPERATIONAL,200,115,0.856109163423427,
1666,228,OPERATIONAL,200,108,0.851466997384587,
1667,69,OPERATIONAL,200,101,0.4666605668243883,
1668,22,OPERATIONAL,200,108,0.41734199397576777,
1669,16,OPERATIONAL,200,130,0.6514757853903365,
1670,36,OPERATIONAL,200,106,0.6450788264620462,
1671,459,OPERATIONAL,429,237,0.7523215265825514,
1672,24,OPERATIONAL,200,131,0.7415948799823665,
1673,303,OPERATIONAL,200,117,0.7633388324001377,
1674,440,OPERATIONAL,200,121,0.11682571203606217,
1675,15,OPERATIONAL,200,139,0.5431932071457981,
1676,343,OPERATIONAL,200,112,0.44989145299918076,
1677,185,OPERATIONAL,200,104,0.24974974199654343,
1678,274,OPERATIONAL,429,241,0.5879348503049306,
1679,265,OPERATIONAL,200,107,0.8542001396053197,
1680,47,OPERATIONAL,429,242,0.6964845062023676,
1681,380,OPERATIONAL,200,107,0.33853397425454707,
1682,339,OPERATIONAL,200,127,0.6330015240320236,
1683,397,OPERATIONAL,429,211,0.3813085324214942,
1684,469,OPERATIONAL,200,111,0.8463600864838389,
1685,496,OPERATIONAL,200,124,0.26954336079794816,
1686,260,OPERATIONAL,200,127,0.5849915016377697,
1687,184,OPERATIONAL,200,137,0.5200980585784266,
1688,355,OPERATIONAL,200,127,0.20619596348516567,
1689,248,OPERATIONAL,200,134,0.8259589681097548,
1690,47,OPERATIONAL,429,214,0.721020536426788,
1691,136,OPERATIONAL,200,135,0.7754703400717968,
1692,139,OPERATIONAL,200,105,0.7946208207811861,
1693,306,OPERATIONAL,200,114,0.7189137772766729,
1694,28,OPERATIONAL,200,112,0.32084668229082947,
1695,223,OPERATIONAL,200,122,0.572898361721294,
1696,408,OPERATIONAL,200,109,0.30712217620001364,
1697,465,OPERATIONAL,200,117,0.12479482950945586,
1698,31,OPERATIONAL,200,108,0.21887588289857912,
1699,449,OPERATIONAL,200,130,0.6944458276300786,
1700,305,OPERATIONAL,200,120,0.8154379519296114,
1701,141,OPERATIONAL,200,108,0.6340021335191788,
1702,199,OPERATIONAL,200,124,0.5920266785788421,
1703,403,OPERATIONAL,200,119,0.26098552020468246,
1704,142,OPERATIONAL,200,106,0.8379354873876254,
1705,81,OPERATIONAL,206,217,0.5119706251892487,
1706,441,OPERATIONAL,200,120,0.6842941174007291,
1707,164,OPERATIONAL,200,124,0.23818377374057675,
1708,29,OPERATIONAL,200,112,0.24837154627804142,
1709,370,OPERATIONAL,200,104,0.6407195434814313,
1710,128,OPERATIONAL,200,106,0.43779719410785345,
1711,43,OPERATIONAL,200,126,0.22433742927887837,
1712,383,OPERATIONAL,429,223,0.16862489301550534,
1713,170,OPERATIONAL,200,140,0.8413591617360981,
1714,429,OPERATIONAL,200,125,0.1697053453907964,
1715,75,OPERATIONAL,200,117,0.7833466837317077,
1716,436,OPERATIONAL,206,249,0.587988645535052,
1717,23,OPERATIONAL,200,109,0.4295088536406044,
1718,405,OPERATIONAL,200,113,0.6279894763236922,
1719,200,OPERATIONAL,200,137,0.8455866902049471,
1720,102,OPERATIONAL,200,113,0.6449906207864406,
1721,240,OPERATIONAL,200,124,0.4548125396245615,
1722,63,OPERATIONAL,206,213,0.49630413766464865,
1723,38,OPERATIONAL,200,127,0.8803686916847203,
1724,122,OPERATIONAL,206,229,0.4269436326307695,
1725,259,OPERATIONAL,200,136,0.17791235807063163,
1726,453,OPERATIONAL,200,107,0.32851593924704714,
1727,474,OPERATIONAL,200,139,0.8902847381038816,
1728,57,OPERATIONAL,200,107,0.1300360092190764,
1729,271,OPERATIONAL,200,132,0.2663964445072871,
1730,347,OPERATIONAL,200,117,0.29413571389474424,
1731,83,OPERATIONAL,200,110,0.6323035253182157,
1732,297,OPERATIONAL,200,119,0.17537547882720297,
1733,90,OPERATIONAL,200,116,0.6874499708685387,
1734,442,OPERATIONAL,200,132,0.46278582715712424,
1735,139,OPERATIONAL,200,127,0.5440986130488044,
1736,274,OPERATIONAL,429,224,0.3205367400994382,
1737,346,OPERATIONAL,200,106,0.11648298192073714,
1738,428,OPERATIONAL,200,121,0.2662094264509943,
1739,128,OPERATIONAL,200,138,0.693134653142647,
1740,228,OPERATIONAL,200,136,0.4659298529156497,
1741,96,OPERATIONAL,200,121,0.6052473591886858,
1742,418,OPERATIONAL,200,122,0.3254544392343222,
1743,183,OPERATIONAL,200,137,0.6536600283915921,
1744,195,OPERATIONAL,429,247,0.166270659795915,
1745,295,OPERATIONAL,200,118,0.4456256121925225,
1746,57,OPERATIONAL,200,134,0.7838720887167878,
1747,361,OPERATIONAL,200,108,0.2000548393066457,
1748,412,OPERATIONAL,429,210,0.7011783513322699,
1749,147,OPERATIONAL,200,136,0.2896625597185075,
1750,451,OPERATIONAL,200,123,0.7887059681372798,
1751,292,OPERATIONAL,200,101,0.8776580667201509,
1752,448,OPERATIONAL,200,135,0.303350050328552,
1753,1,OPERATIONAL,200,107,0.1953507509822643,
1754,278,OPERATIONAL,200,125,0.5497159588911549,
1755,277,OPERATIONAL,200,130,0.8214416593891646,
1756,289,OPERATIONAL,200,135,0.8083092358987408,
1757,435,OPERATIONAL,200,139,0.6739405426069507,
1758,258,OPERATIONAL,200,127,0.8254889458445673,
1759,380,OPERATIONAL,200,130,0.8449146892826487,
1760,184,OPERATIONAL,200,110,0.6877781400931189,
1761,416,OPERATIONAL,429,222,0.5211327351204766,
1762,151,OPERATIONAL,429,245,0.42267008092711256,
1763,465,OPERATIONAL,200,104,0.684392817950531,
1764,398,OPERATIONAL,200,106,0.5418174486488806,
1765,426,OPERATIONAL,429,237,0.5758470573148268,
1766,38,OPERATIONAL,200,131,0.6524929281867393,
1767,387,OPERATIONAL,206,232,0.4506827657511753,
1768,193,OPERATIONAL,429,219,0.5808144035942375,
1769,171,OPERATIONAL,200,117,0.3942154794407685,
1770,392,OPERATIONAL,200,105,0.28861990548320804,
1771,69,OPERATIONAL,200,101,0.7437602805670402,
1772,393,OPERATIONAL,200,108,0.8253229318811844,
1773,327,OPERATIONAL,200,138,0.6666494434745085,
1774,280,OPERATIONAL,200,103,0.2413243267760513,
1775,115,OPERATIONAL,206,248,0.43849550105104795,
1776,422,OPERATIONAL,200,117,0.6825530829762892,
1777,51,OPERATIONAL,200,113,0.8678656298933259,
1778,372,OPERATIONAL,200,112,0.6016685975078284,
1779,351,OPERATIONAL,200,122,0.3942249434934403,
1780,192,OPERATIONAL,200,130,0.1409044532807096,
1781,332,OPERATIONAL,200,121,0.5534183472376377,
1782,182,OPERATIONAL,429,227,0.5949638331025872,
1783,162,OPERATIONAL,200,130,0.498215724244252,
1784,95,OPERATIONAL,200,125,0.5677442719395392,
1785,331,OPERATIONAL,200,117,0.34169719718205005,
1786,263,OPERATIONAL,429,216,0.4661500256457233,
1787,37,OPERATIONAL,200,131,0.12570095234187628,
1788,480,OPERATIONAL,206,213,0.4296679068119146,
1789,37,OPERATIONAL,200,113,0.41522973121234774,
1790,99,OPERATIONAL,200,133,0.6660340308473084,
1791,190,OPERATIONAL,200,112,0.5700705013503488,
1792,469,OPERATIONAL,200,101,0.4973478840251244,
1793,398,OPERATIONAL,200,111,0.28095317430823785,
1794,164,OPERATIONAL,200,123,0.2675222718338204,
1795,345,OPERATIONAL,200,110,0.6992872380576076,
1796,86,OPERATIONAL,206,248,0.2022990432677598,
1797,107,OPERATIONAL,206,225,0.5592641768954474,
1798,239,OPERATIONAL,200,135,0.469296173863305,
